year,category,prize,motivation,price_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
1964,Literature,The Nobel Prize in Literature,"for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age",1,637,Individual,Jean-Paul Sartre,21/06/1905,Paris,France,male,,,,15/04/1980,Paris,France
1964,Peace,The Nobel Peace Prize,for his non-violent struggle for civil rights for the Afro-American population,1,524,Individual,Martin Luther King Jr.,15/01/1929,"Atlanta, GA",USA,male,,,,04/04/1968,"Memphis, TN",USA
1964,Physics,The Nobel Prize in Physics,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",04-Jan,83,Individual,Aleksandr Mikhailovich Prokhorov,11/07/1916,Atherton,Australia,male,P.N. Lebedev Physical Institute,Moscow,USSR,08/01/2002,Moscow,Russia
1964,Physics,The Nobel Prize in Physics,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",02-Jan,81,Individual,Charles Hard Townes,28/07/1915,"Greenville, SC",USA,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,27/01/2015,"Berkeley, CA",USA
1964,Physics,The Nobel Prize in Physics,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",04-Jan,82,Individual,Nicolay Gennadiyevich Basov,14/12/1922,Usman,USSR,male,P.N. Lebedev Physical Institute,Moscow,USSR,01/07/2001,Moscow,Russia
1964,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,02-Jan,379,Individual,Feodor Lynen,06/04/1911,Munich,Germany,male,Max-Planck-Institut für Zellchemie,Munich,Germany,06/08/1979,Munich,Germany
1964,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,02-Jan,378,Individual,Konrad Bloch,21/01/1912,Neisse,Germany,male,Harvard University,"Cambridge, MA",USA,15/10/2000,"Burlington, MA",USA
1965,Chemistry,The Nobel Prize in Chemistry,for his outstanding achievements in the art of organic synthesis,1,231,Individual,Robert Burns Woodward,10/04/1917,"Boston, MA",USA,male,Harvard University,"Cambridge, MA",USA,08/07/1979,"Cambridge, MA",USA
1965,Literature,The Nobel Prize in Literature,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people",1,638,Individual,Mikhail Aleksandrovich Sholokhov,24/05/1905,Veshenskaya,Russia,male,,,,21/02/1984,Veshenskaya,USSR
1965,Peace,The Nobel Peace Prize,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states,1,525,Organization,United Nations Children's Fund,01/01/1946,"New York, NY",USA,,,,,,,
1965,Physics,The Nobel Prize in Physics,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",03-Jan,85,Individual,Julian Schwinger,12/02/1918,"New York, NY",USA,male,Harvard University,"Cambridge, MA",USA,16/07/1994,"Los Angeles, CA",USA
1965,Physics,The Nobel Prize in Physics,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",03-Jan,86,Individual,Richard P. Feynman,11/05/1918,"New York, NY",USA,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,15/02/1988,"Los Angeles, CA",USA
1965,Physics,The Nobel Prize in Physics,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",03-Jan,84,Individual,Sin-Itiro Tomonaga,31/03/1906,Kyoto,Japan,male,Tokyo University of Education,Tokyo,Japan,08/07/1979,Tokyo,Japan
1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,03-Jan,381,Individual,André Lwoff,08/05/1902,Ainay-le-Château,France,male,Institut Pasteur,Paris,France,30/09/1994,Paris,France
1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,03-Jan,380,Individual,François Jacob,17/06/1920,Nancy,France,male,Institut Pasteur,Paris,France,19/04/2013,Paris,France
1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,03-Jan,382,Individual,Jacques Monod,09/02/1910,Paris,France,male,Institut Pasteur,Paris,France,31/05/1976,Cannes,France
1966,Chemistry,The Nobel Prize in Chemistry,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,1,232,Individual,Robert S. Mulliken,1896-06-07,"Newburyport, MA",USA,male,University of Chicago,"Chicago, IL",USA,31/10/1986,"Arlington, VA",USA
1966,Literature,The Nobel Prize in Literature,"for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength",02-Jan,640,Individual,Nelly Sachs,1891-12-10,Berlin,Germany,female,,,,12/05/1970,Stockholm,Sweden
1966,Literature,The Nobel Prize in Literature,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,02-Jan,639,Individual,Shmuel Yosef Agnon,1888-07-17,Buczacz,Austria-Hungary,male,,,,17/02/1970,Rehovot,Israel
1966,Physics,The Nobel Prize in Physics,for the discovery and development of optical methods for studying Hertzian resonances in atoms,1,87,Individual,Alfred Kastler,03/05/1902,Guebwiller,Germany,male,École Normale Supérieure,Paris,France,07/01/1984,Bandol,France
1966,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discoveries concerning hormonal treatment of prostatic cancer,02-Jan,384,Individual,Charles Brenton Huggins,22/09/1901,"Halifax, Nova Scotia",Canada,male,"University of Chicago, Ben May Laboratory for Cancer Research","Chicago, IL",USA,12/01/1997,"Chicago, IL",USA
1966,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery of tumour-inducing viruses,02-Jan,383,Individual,Peyton Rous,1879-10-05,"Baltimore, MD",USA,male,Rockefeller University,"New York, NY",USA,16/02/1970,"New York, NY",USA
1967,Chemistry,The Nobel Prize in Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",04-Jan,235,Individual,George Porter,06/12/1920,Stainforth,United Kingdom,male,Royal Institution of Great Britain,London,United Kingdom,31/08/2002,Canterbury,United Kingdom
1967,Chemistry,The Nobel Prize in Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",02-Jan,233,Individual,Manfred Eigen,09/05/1927,Bochum,Germany,male,Max-Planck-Institut für Physikalische Chemie,Göttingen,Germany,06/02/2019,Göttingen,Germany
1967,Chemistry,The Nobel Prize in Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",04-Jan,234,Individual,Ronald George Wreyford Norrish,1897-11-09,Cambridge,United Kingdom,male,Institute of Physical Chemistry,Cambridge,United Kingdom,07/06/1978,Cambridge,United Kingdom
1967,Literature,The Nobel Prize in Literature,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America",1,641,Individual,Miguel Angel Asturias,1899-10-19,Guatemala City,Guatemala,male,,,,09/06/1974,Madrid,Spain
1967,Physics,The Nobel Prize in Physics,"for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars",1,88,Individual,Hans Albrecht Bethe,02/07/1906,Strasbourg,Germany,male,Cornell University,"Ithaca, NY",USA,06/03/2005,"Ithaca, NY",USA
1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,03-Jan,387,Individual,George Wald,18/11/1906,"New York, NY",USA,male,Harvard University,"Cambridge, MA",USA,12/04/1997,"Cambridge, MA",USA
1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,03-Jan,386,Individual,Haldan Keffer Hartline,22/12/1903,"Bloomsburg, PA",USA,male,Rockefeller University,"New York, NY",USA,17/03/1983,"Fallston, MD",USA
1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,03-Jan,385,Individual,Ragnar Granit,30/10/1900,Helsinki,Russian Empire,male,Karolinska Institutet,Stockholm,Sweden,12/03/1991,Stockholm,Sweden
1968,Chemistry,The Nobel Prize in Chemistry,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes",1,236,Individual,Lars Onsager,27/11/1903,Kristiania,Norway,male,Yale University,"New Haven, CT",USA,05/10/1976,"Coral Gables, FL",USA
1968,Literature,The Nobel Prize in Literature,"for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind",1,642,Individual,Yasunari Kawabata,1899-06-11,Osaka,Japan,male,,,,16/04/1972,Zushi,Japan
1968,Peace,The Nobel Peace Prize,for his struggle to ensure the rights of man as stipulated in the UN Declaration,1,526,Individual,René Cassin,1887-10-05,Bayonne,France,male,,,,20/02/1976,Paris,France
1968,Physics,The Nobel Prize in Physics,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis",1,89,Individual,Luis Walter Alvarez,13/06/1911,"San Francisco, CA",USA,male,University of California,"Berkeley, CA",USA,01/09/1988,"Berkeley, CA",USA
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,03-Jan,389,Individual,Har Gobind Khorana,09/01/1922,Raipur,India,male,University of Wisconsin,"Madison, WI",USA,09/11/2011,"Concord, MA",USA
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,03-Jan,390,Individual,Marshall W. Nirenberg,10/04/1927,"New York, NY",USA,male,National Institutes of Health,"Bethesda, MD",USA,15/01/2010,"New York, NY",USA
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,03-Jan,388,Individual,Robert W. Holley,28/01/1922,"Urbana, IL",USA,male,Cornell University,"Ithaca, NY",USA,11/02/1993,"Los Gatos, CA",USA
1969,Chemistry,The Nobel Prize in Chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,02-Jan,237,Individual,Derek H. R. Barton,08/09/1918,Gravesend,United Kingdom,male,Imperial College,London,United Kingdom,16/03/1998,"College Station, TX",USA
1969,Chemistry,The Nobel Prize in Chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,02-Jan,238,Individual,Odd Hassel,1897-05-17,Kristiania,Norway,male,University of Oslo,Oslo,Norway,11/05/1981,Oslo,Norway
1969,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having developed and applied dynamic models for the analysis of economic processes,02-Jan,678,Individual,Jan Tinbergen,12/04/1903,the Hague,the Netherlands,male,The Netherlands School of Economics,Rotterdam,the Netherlands,09/06/1994,the Hague,the Netherlands
1969,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having developed and applied dynamic models for the analysis of economic processes,02-Jan,677,Individual,Ragnar Frisch,1895-03-03,Oslo,Norway,male,University of Oslo,Oslo,Norway,31/01/1973,Oslo,Norway
1969,Literature,The Nobel Prize in Literature,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation",1,643,Individual,Samuel Beckett,13/04/1906,Dublin,Ireland,male,,,,22/12/1989,Paris,France
1969,Peace,The Nobel Peace Prize,for creating international legislation insuring certain norms for working conditions in every country,1,527,Organization,International Labour Organization,01/01/1919,Geneva,Switzerland,,,,,,,
1969,Physics,The Nobel Prize in Physics,for his contributions and discoveries concerning the classification of elementary particles and their interactions,1,90,Individual,Murray Gell-Mann,15/09/1929,"New York, NY",USA,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,24/05/2019,"Santa Fe, NM",USA
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,03-Jan,392,Individual,Alfred D. Hershey,04/12/1908,"Owosso, MI",USA,male,Carnegie Institution of Washington,"Long Island, New York, NY",USA,22/05/1997,"Syosset, NY",USA
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,03-Jan,391,Individual,Max Delbrück,04/09/1906,Berlin,Germany,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,09/03/1981,"Pasadena, CA",USA
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,03-Jan,393,Individual,Salvador E. Luria,13/08/1912,Turin,Italy,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,06/02/1991,"Lexington, MA",USA
